,Furniture,Office Supplies,Technology
2012-10-08,218.68,3.44,0.0
2012-10-09,389.97,462.49499999999995,1281.07
2012-10-10,362.13599999999997,1886.058,0.0
2012-10-11,957.5775,22.368000000000002,31.95
2012-10-12,1735.1580000000001,166.26,489.3399999999999
2012-10-13,287.94,0.0,83.72
2012-10-14,0.0,0.0,0.0
2012-10-15,2601.946,13.768,603.84
2012-10-16,0.0,0.0,824.97
2012-10-17,0.0,77.88,0.0
2012-10-18,10.11,91.10399999999998,277.28000000000003
2012-10-19,0.0,1715.1399999999999,419.95
2012-10-20,455.55600000000004,24.56,239.96999999999997
2012-10-21,0.0,0.0,0.0
2012-10-22,0.0,15.127999999999998,0.0
2012-10-23,1275.1040000000003,140.74400000000003,846.4480000000001
2012-10-24,801.633,29.512000000000004,0.0
2012-10-25,1126.612,139.81,158.99
2012-10-26,0.0,1221.029,174.30400000000003
2012-10-27,0.0,0.0,0.0
2012-10-28,57.21,47.300000000000004,0.0
2012-10-29,0.0,244.24,0.0
2012-10-30,15.488,182.91,1923.646
2012-10-31,748.969,1166.2,1295.8400000000001
2012-11-01,1094.388,24.567999999999998,1987.15
2012-11-02,4379.385,356.53200000000004,792.634
2012-11-03,1491.42,6.6080000000000005,1302.818
2012-11-04,0.0,0.0,0.0
2012-11-05,207.0,627.874,0.0
2012-11-06,0.0,11.481000000000002,0.0
2012-11-07,970.8800000000001,1814.2830000000001,287.90999999999997
2012-11-08,5252.4259999999995,768.761,6175.81
2012-11-09,1024.38,360.082,3235.83
2012-11-10,29.22,2877.794,629.89
2012-11-11,0.0,542.178,0.0
2012-11-12,670.056,357.144,100.792
2012-11-13,1781.1372000000001,600.2040000000001,1209.736
2012-11-14,1190.332,925.75,396.62800000000004
2012-11-15,39.96,662.21,0.0
2012-11-16,1784.164,743.458,1544.712
2012-11-17,1667.0279999999998,1802.99,415.9680000000001
2012-11-18,0.0,0.0,0.0
2012-11-19,141.96,37.064,861.76
2012-11-20,1656.7,637.7379999999999,566.712
2012-11-21,2055.7748,506.05400000000003,1051.746
2012-11-22,206.96200000000002,347.384,60.153000000000006
2012-11-23,0.0,3142.2079999999996,307.98
2012-11-24,79.76,1125.024,13.98
2012-11-25,0.0,13.120000000000001,0.0
2012-11-26,692.472,191.62,599.99
2012-11-27,1315.3955,404.77,1389.618
2012-11-28,625.962,590.616,647.904
2012-11-29,1408.87,1329.818,21.48
2012-11-30,1115.2000000000003,410.797,272.4
2012-12-01,6600.68,529.914,0.0
2012-12-02,0.0,0.0,0.0
2012-12-03,440.41099999999994,907.5260000000001,624.7080000000001
2012-12-04,1200.268,2035.4840000000002,1950.0620000000001
2012-12-05,306.53,503.80800000000005,86.98400000000001
2012-12-06,390.71799999999996,2171.83,3498.954
2012-12-07,363.84000000000003,200.518,773.94
2012-12-08,0.0,598.368,2074.36
2012-12-09,0.0,34.019999999999996,0.0
2012-12-10,1536.8600000000001,481.118,1062.402
2012-12-11,541.8620000000001,529.748,519.284
2012-12-12,515.4280000000001,611.1179999999999,322.308
2012-12-13,0.0,243.92000000000002,779.4660000000001
2012-12-14,324.188,164.14800000000002,369.968
2012-12-15,262.864,158.512,5073.42
2012-12-16,0.0,4.98,0.0
2012-12-17,1245.6419999999998,536.866,135.984
2012-12-18,20.32,748.7280000000001,166.24
2012-12-19,1053.164,691.908,4375.584
2012-12-20,373.42599999999993,217.286,516.752
2012-12-21,1670.126,151.208,1436.426
2012-12-22,422.62499999999994,50.688,0.0
2012-12-23,0.0,194.32,0.0
2012-12-24,1563.9940000000001,428.67,5491.902
2012-12-25,1433.564,653.564,2117.84
2012-12-26,326.646,234.83999999999997,0.0
2012-12-27,2477.9032,1305.924,1364.62
2012-12-28,0.0,24.816000000000003,54.38400000000001
2012-12-29,0.0,6.36,0.0
2012-12-30,0.0,414.9,2836.4400000000005
2012-12-31,14.76,1366.584,0.0
2013-01-01,0.0,0.0,0.0
2013-01-02,173.94,0.0,231.98
2013-01-03,1592.8500000000001,126.33999999999999,376.64000000000004
2013-01-04,0.0,109.25200000000001,959.9680000000001
2013-01-05,0.0,5.248,250.656
2013-01-06,0.0,0.0,0.0
2013-01-07,23.076,60.5,0.0
2013-01-08,1565.88,184.494,108.78399999999999
2013-01-09,15.168000000000001,0.0,727.878
2013-01-10,104.77,0.0,69.98
2013-01-11,54.992000000000004,78.864,15.588
2013-01-12,0.0,0.0,0.0
2013-01-13,0.0,0.0,0.0
2013-01-14,315.77600000000007,89.568,0.0
2013-01-15,181.79699999999997,265.156,254.96999999999997
2013-01-16,0.0,11.648000000000001,90.57000000000001
2013-01-17,322.59000000000003,0.0,717.96
2013-01-18,0.0,0.0,0.0
2013-01-19,0.0,0.0,0.0
2013-01-20,0.0,0.0,0.0
2013-01-21,1167.056,0.0,0.0
2013-01-22,575.308,176.77,165.55200000000002
2013-01-23,59.99,1572.33,99.98
2013-01-24,0.0,31.36,0.0
2013-01-25,359.702,499.01,0.0
2013-01-26,0.0,0.0,0.0
2013-01-27,0.0,0.0,0.0
2013-01-28,0.0,39.68,0.0
2013-01-29,0.0,0.0,0.0
2013-01-30,1109.848,557.5,1439.968
2013-01-31,0.0,1491.962,109.59200000000001
2013-02-01,0.0,161.97,0.0
2013-02-02,92.474,154.35999999999999,8749.95
2013-02-03,866.4,0.0,0.0
2013-02-04,14.368000000000002,93.02,90.48
2013-02-05,816.548,1428.28,749.6480000000001
2013-02-06,132.22400000000002,0.0,0.0
2013-02-07,0.0,38.182,723.96
2013-02-08,241.49999999999997,0.0,1127.976
2013-02-09,0.0,0.0,121.83
2013-02-10,0.0,0.0,0.0
2013-02-11,0.0,0.0,69.93
2013-02-12,0.0,1366.0400000000002,0.0
2013-02-13,0.0,146.82,0.0
2013-02-14,560.991,276.93,0.0
2013-02-15,0.0,407.072,0.0
2013-02-16,935.644,110.02399999999999,89.97
2013-02-17,0.0,0.0,0.0
2013-02-18,0.0,0.0,0.0
2013-02-19,44.46,348.2,0.0
2013-02-20,0.0,16.496000000000002,0.0
2013-02-21,204.74999999999997,1266.406,52.97
2013-02-22,0.0,500.96999999999997,482.20000000000005
2013-02-23,0.0,57.576,0.0
2013-02-24,0.0,0.0,0.0
2013-02-25,0.0,46.72,0.0
2013-02-26,0.0,0.0,0.0
2013-02-27,16.192,227.7,0.0
2013-02-28,0.0,36.480000000000004,0.0
2013-03-01,0.0,111.104,0.0
2013-03-02,836.592,389.3,5059.914000000001
2013-03-03,0.0,0.0,0.0
2013-03-04,1236.6059999999998,4651.41,1376.406
2013-03-05,0.0,155.46999999999997,159.98
2013-03-06,0.0,162.344,0.0
2013-03-07,305.02,6.1049999999999995,500.178
2013-03-08,0.0,0.0,21.072
2013-03-09,215.95999999999998,474.354,1500.496
2013-03-10,354.90000000000003,80.95,199.75
2013-03-11,176.784,119.59600000000002,7583.354000000001
2013-03-12,351.262,498.78,45.98
2013-03-13,770.3520000000001,924.29,0.0
2013-03-14,1100.425,6194.303,1572.154
2013-03-15,476.736,192.632,0.0
2013-03-16,1880.462,392.36999999999995,83.97600000000001
2013-03-17,0.0,0.0,0.0
2013-03-18,971.5,1174.07,214.764
2013-03-19,189.882,871.8000000000001,0.0
2013-03-20,107.59400000000001,31.086000000000006,0.0
2013-03-21,783.61,47.92500000000001,96.77600000000001
2013-03-22,627.8019999999999,17.904,0.0
2013-03-23,167.888,0.0,58.58
2013-03-24,0.0,0.0,0.0
2013-03-25,301.46999999999997,41.136,403.168
2013-03-26,0.0,59.519999999999996,1287.45
2013-03-27,0.0,562.27,119.97600000000001
2013-03-28,60.16,32.54,0.0
2013-03-29,0.0,125.30000000000001,0.0
2013-03-30,1558.091,130.13600000000002,971.112
2013-03-31,0.0,11.34,0.0
2013-04-01,327.99600000000004,0.0,312.766
2013-04-02,1324.532,788.838,48.11
2013-04-03,1454.9,0.0,0.0
2013-04-04,71.12,110.11800000000001,259.96
2013-04-05,82.64,647.6139999999999,239.94
2013-04-06,0.0,927.5520000000001,118.78199999999998
2013-04-07,0.0,0.0,1294.75
2013-04-08,658.746,111.852,1199.976
2013-04-09,1024.208,1450.2679999999998,431.92800000000005
2013-04-10,556.665,40.632000000000005,517.9
2013-04-11,0.0,950.594,0.0
2013-04-12,0.0,0.0,0.0
2013-04-13,1176.5600000000002,365.97,0.0
2013-04-14,0.0,6.12,0.0
2013-04-15,1317.336,149.236,0.0
2013-04-16,1121.568,379.58400000000006,700.704
2013-04-17,9.96,190.028,9135.098
2013-04-18,355.24300000000005,29.049999999999997,36.792
2013-04-19,472.25199999999995,2012.726,29.56
2013-04-20,205.176,1143.016,65.94000000000001
2013-04-21,0.0,0.0,0.0
2013-04-22,0.0,271.616,0.0
2013-04-23,1414.37,351.095,0.0
2013-04-24,0.0,620.378,99.99
2013-04-25,1325.76,22.644000000000002,258.696
2013-04-26,0.0,25.620000000000005,82.8
2013-04-27,434.646,0.0,0.0
2013-04-28,0.0,0.0,0.0
2013-04-29,71.912,45.184000000000005,369.576
2013-04-30,0.0,0.0,0.0
2013-05-01,134.496,7.712000000000001,0.0
2013-05-02,370.62,147.246,0.0
2013-05-03,781.06,317.076,0.0
2013-05-04,51.967999999999996,257.61199999999997,789.4330000000001
2013-05-05,0.0,0.0,0.0
2013-05-06,2072.464,205.168,423.648
2013-05-07,96.312,114.47200000000001,26.176000000000002
2013-05-08,506.444,129.632,4199.9
2013-05-09,211.96,1070.172,58.112
2013-05-10,0.0,1170.3960000000002,113.11600000000001
2013-05-11,0.0,19.032,743.9879999999999
2013-05-12,0.0,5.98,0.0
2013-05-13,10.02,156.898,751.96
2013-05-14,0.0,0.0,0.0
2013-05-15,109.57600000000002,117.22600000000003,229.12800000000001
2013-05-16,0.0,648.9119999999999,0.0
2013-05-17,282.84,597.6199999999999,0.0
2013-05-18,195.848,151.074,0.0
2013-05-19,0.0,122.22,0.0
2013-05-20,717.64,864.368,0.0
2013-05-21,1049.2,58.753000000000014,1363.96
2013-05-22,0.0,200.378,2517.8360000000002
2013-05-23,174.28599999999997,704.45,920.464
2013-05-24,37.05,21.642000000000003,10502.285999999998
2013-05-25,0.0,277.756,0.0
2013-05-26,24.96,1287.0099999999998,0.0
2013-05-27,941.4440000000001,338.856,695.056
2013-05-28,3535.6600000000003,1769.4180000000003,0.0
2013-05-29,390.272,770.652,976.4000000000001
2013-05-30,44.76,38.475,979.95
2013-05-31,3292.308,1436.692,3361.5779999999995
2013-06-01,223.14299999999997,36.016000000000005,179.7
2013-06-02,0.0,0.0,0.0
2013-06-03,0.0,157.844,0.0
2013-06-04,71.08800000000001,0.0,0.0
2013-06-05,810.541,124.148,1381.8339999999998
2013-06-06,0.0,659.82,0.0
2013-06-07,548.96,1090.48,4386.872
2013-06-08,0.0,51.562000000000005,0.0
2013-06-09,0.0,0.0,0.0
2013-06-10,815.2919999999999,0.0,873.1800000000001
2013-06-11,1335.68,76.71600000000001,0.0
2013-06-12,915.256,78.22,629.94
2013-06-13,433.396,1453.148,1076.019
2013-06-14,0.0,52.468,377.96999999999997
2013-06-15,3353.729,55.61600000000001,47.754
2013-06-16,0.0,173.48800000000003,0.0
2013-06-17,0.0,55.8,91.475
2013-06-18,1685.4299999999998,718.52,596.97
2013-06-19,0.0,541.938,0.0
2013-06-20,0.0,17.12,0.0
2013-06-21,219.258,840.6220000000001,169.668
2013-06-22,353.568,223.54000000000002,0.0
2013-06-23,0.0,0.0,0.0
2013-06-24,0.0,1612.75,862.344
2013-06-25,0.0,355.002,4955.95
2013-06-26,540.016,353.25,0.0
2013-06-27,59.88,1549.2240000000002,310.496
2013-06-28,539.658,37.464,201.584
2013-06-29,121.96,395.22,359.97600000000006
2013-06-30,0.0,191.88,0.0
2013-07-01,1266.86,35.97,50.120000000000005
2013-07-02,0.0,193.586,1530.79
2013-07-03,723.6139999999999,49.17200000000001,0.0
2013-07-04,0.0,847.7,0.0
2013-07-05,1329.9650000000001,71.88,249.45600000000002
2013-07-06,0.0,0.0,0.0
2013-07-07,0.0,0.0,0.0
2013-07-08,817.278,204.99900000000002,2859.9540000000006
2013-07-09,662.88,158.048,1795.5840000000003
2013-07-10,573.286,0.0,0.0
2013-07-11,0.0,553.9040000000001,341.99100000000004
2013-07-12,0.0,0.0,0.0
2013-07-13,0.0,0.0,95.76
2013-07-14,0.0,0.0,0.0
2013-07-15,661.6859999999999,548.09,940.184
2013-07-16,230.28000000000003,149.92000000000002,0.0
2013-07-17,9.552,186.28,714.338
2013-07-18,37.17,1101.526,1046.184
2013-07-19,1539.17,1281.1200000000001,71.568
2013-07-20,690.48,420.02000000000004,425.954
2013-07-21,0.0,0.0,89.94999999999999
2013-07-22,363.92,627.1750000000001,0.0
2013-07-23,39.068000000000005,1219.03,109.95
2013-07-24,0.0,273.97599999999994,380.611
2013-07-25,253.76399999999998,73.2,0.0
2013-07-26,3495.468,563.244,1861.7759999999998
2013-07-27,0.0,0.0,0.0
2013-07-28,0.0,0.0,0.0
2013-07-29,504.87000000000006,1528.5040000000001,0.0
2013-07-30,0.0,819.154,0.0
2013-07-31,0.0,1770.7759999999998,0.0
2013-08-01,1136.068,283.14000000000004,754.95
2013-08-02,19.312,65.608,1039.728
2013-08-03,136.46400000000003,12.544,333.576
2013-08-04,0.0,81.53999999999999,167.28
2013-08-05,109.8,85.726,302.384
2013-08-06,0.0,197.04999999999998,0.0
2013-08-07,0.0,109.22,211.168
2013-08-08,0.0,0.0,179.97
2013-08-09,513.024,602.18,0.0
2013-08-10,0.0,616.5699999999999,44.784
2013-08-11,0.0,0.0,0.0
2013-08-12,0.0,151.82,0.0
2013-08-13,917.2045000000002,1634.812,1399.9440000000002
2013-08-14,241.96,417.584,71.98
2013-08-15,0.0,31.092000000000002,892.596
2013-08-16,537.326,199.82,943.12
2013-08-17,161.28,43.260000000000005,0.0
2013-08-18,0.0,15.712000000000002,0.0
2013-08-19,14.896,441.228,39.99
2013-08-20,0.0,448.79200000000003,0.0
2013-08-21,0.0,0.0,14.78
2013-08-22,4275.522000000001,143.856,378.91399999999993
2013-08-23,98.328,307.022,0.0
2013-08-24,555.312,2126.056,1505.9799999999998
2013-08-25,0.0,0.0,0.0
2013-08-26,0.0,0.0,0.0
2013-08-27,3262.232,383.238,1228.828
2013-08-28,244.61499999999998,463.326,59.97
2013-08-29,156.37279999999998,57.07599999999999,108.576
2013-08-30,405.79999999999995,108.41199999999999,117.97600000000001
2013-08-31,833.784,192.228,630.8580000000001
2013-09-01,0.0,23.968000000000004,0.0
2013-09-02,191.82,4993.394,580.9380000000001
2013-09-03,1476.154,689.751,4626.2880000000005
2013-09-04,642.396,1442.4180000000003,280.78200000000004
2013-09-05,130.81,1321.322,3079.9100000000003
2013-09-06,3461.917,1217.647,546.784
2013-09-07,722.3520000000001,229.74,361.4440000000001
2013-09-08,0.0,0.0,0.0
2013-09-09,3374.9815999999996,966.29,152.71200000000002
2013-09-10,15.008000000000003,69.98400000000001,0.0
2013-09-11,300.93,553.7540000000001,1239.6399999999999
2013-09-12,0.0,600.6,5900.986
2013-09-13,1679.8719999999998,196.268,167.652
2013-09-14,1336.4399999999998,858.3699999999999,179.92
2013-09-15,0.0,699.488,437.84999999999997
2013-09-16,1128.3899999999999,972.7920000000001,0.0
2013-09-17,395.446,30.44,0.0
2013-09-18,430.00800000000004,600.1,1013.018
2013-09-19,3218.7400000000002,1292.3580000000002,239.98400000000004
2013-09-20,1599.324,1990.038,249.95000000000002
2013-09-21,279.36,952.644,0.0
2013-09-22,0.0,0.0,0.0
2013-09-23,100.67200000000003,352.98199999999997,161.916
2013-09-24,1114.426,207.719,0.0
2013-09-25,931.202,1354.848,0.0
2013-09-26,1624.567,793.862,1024.662
2013-09-27,1627.4805,538.7099999999999,531.9760000000001
2013-09-28,956.6647999999999,34.737,1001.5840000000001
2013-09-29,0.0,99.13600000000001,0.0
2013-09-30,0.0,202.382,1105.41
2013-10-01,523.92,1.9639999999999995,0.0
2013-10-02,567.2860000000001,64.71600000000001,149.41200000000003
2013-10-03,0.0,953.022,17499.949999999997
2013-10-04,1552.5080000000003,128.188,0.0
2013-10-05,250.93999999999997,209.252,5452.59
2013-10-06,0.0,0.0,0.0
2013-10-07,0.0,58.730000000000004,771.6700000000001
2013-10-08,0.0,136.112,837.5999999999999
2013-10-09,51.712,509.82400000000007,0.0
2013-10-10,502.4000000000001,20.544000000000004,23.976
2013-10-11,225.666,41.095,15.991999999999999
2013-10-12,0.0,33.064,0.0
2013-10-13,0.0,0.0,0.0
2013-10-14,1017.71,440.932,191.976
2013-10-15,102.59200000000001,291.91200000000003,2941.384
2013-10-16,0.0,1614.6499999999999,5.5
2013-10-17,142.182,0.0,0.0
2013-10-18,241.64600000000002,2261.7300000000005,449.97
2013-10-19,307.92,0.0,0.0
2013-10-20,0.0,0.0,0.0
2013-10-21,504.922,123.572,317.67999999999995
2013-10-22,2012.7600000000002,5499.4400000000005,439.392
2013-10-23,173.26,15.02,0.0
2013-10-24,16.156,451.26599999999996,0.0
2013-10-25,0.0,15.552000000000003,1349.946
2013-10-26,0.0,0.0,783.9600000000002
2013-10-27,0.0,0.0,0.0
2013-10-28,758.8240000000001,219.966,0.0
2013-10-29,1111.368,1485.277,302.376
2013-10-30,67.0,64.154,0.0
2013-10-31,0.0,159.00199999999998,0.0
2013-11-01,2265.7250000000004,1484.7740000000001,0.0
2013-11-02,0.0,363.46200000000005,89.91199999999999
2013-11-03,0.0,0.0,0.0
2013-11-04,1554.779,1913.076,334.94100000000003
2013-11-05,2007.5900000000001,1194.8280000000002,686.4000000000001
2013-11-06,2964.4408,464.82000000000005,837.638
2013-11-07,563.5360000000001,209.72,0.0
2013-11-08,1662.4160000000002,924.172,1223.876
2013-11-09,993.8999999999999,0.0,0.0
2013-11-10,0.0,0.0,479.97
2013-11-11,1004.988,2113.7580000000003,1604.732
2013-11-12,3472.65,1021.7280000000002,449.918
2013-11-13,4158.352,520.626,235.96
2013-11-14,54.08,611.098,2279.96
2013-11-15,856.56,113.596,1803.906
2013-11-16,630.024,1054.928,460.7660000000001
2013-11-17,0.0,36.72,0.0
2013-11-18,0.0,75.50800000000001,67.176
2013-11-19,557.068,1425.712,1976.152
2013-11-20,34.288000000000004,532.214,71.96
2013-11-21,702.0360000000001,620.6229999999999,1747.6740000000002
2013-11-22,514.21,145.82,516.861
2013-11-23,39.88,253.132,24.032
2013-11-24,84.816,15.8,0.0
2013-11-25,2324.6320000000005,1538.086,2531.82
2013-11-26,1762.962,1115.728,5099.861
2013-11-27,4315.22,419.571,3594.9519999999998
2013-11-28,362.5830000000001,802.5540000000001,486.102
2013-11-29,530.472,2456.018,441.882
2013-11-30,242.17600000000004,0.0,58.416
2013-12-01,389.97,543.98,36.192
2013-12-02,1801.2649999999999,4382.351999999999,1181.838
2013-12-03,868.8039999999999,3020.2619999999997,795.55
2013-12-04,2140.888,1478.978,1649.95
2013-12-05,113.78999999999999,752.346,78.15
2013-12-06,2239.0,1793.604,1234.4
2013-12-07,0.0,2287.98,1590.296
2013-12-08,0.0,0.0,0.0
2013-12-09,2698.454,463.891,1546.7500000000005
2013-12-10,1136.8339999999998,588.049,130.6
2013-12-11,1746.468,1668.492,44.75
2013-12-12,2461.7960000000003,1451.6000000000001,2188.854
2013-12-13,477.47,211.813,1291.8319999999999
2013-12-14,1114.272,15.936,63.88
2013-12-15,611.724,216.93,0.0
2013-12-16,2231.895,405.192,0.0
2013-12-17,563.92,43.412,21.209999999999997
2013-12-18,2003.52,10016.014,165.60000000000002
2013-12-19,1183.99,4813.818,1053.542
2013-12-20,759.8900000000001,55.22200000000001,0.0
2013-12-21,18.92,49.32,66.30000000000001
2013-12-22,0.0,0.0,0.0
2013-12-23,919.3040000000001,112.26400000000001,11.56
2013-12-24,1002.8399999999999,1589.751,4373.266
2013-12-25,843.5200000000001,641.09,453.65
2013-12-26,6636.863,205.138,3646.054
2013-12-27,1262.004,175.06,392.35400000000004
2013-12-28,845.4879999999999,74.00200000000001,40.0
2013-12-29,0.0,0.0,0.0
2013-12-30,825.01,452.67,0.0
2013-12-31,170.78599999999997,602.988,0.0
2014-01-01,0.0,429.392,302.376
2014-01-02,975.49,506.3380000000001,0.0
2014-01-03,913.4300000000001,453.834,712.2900000000001
2014-01-04,0.0,2070.2720000000004,0.0
2014-01-05,0.0,0.0,0.0
2014-01-06,0.0,0.0,0.0
2014-01-07,0.0,33.74,0.0
2014-01-08,0.0,335.608,3059.982
2014-01-09,892.98,0.0,0.0
2014-01-10,0.0,274.49100000000004,0.0
2014-01-11,0.0,0.0,0.0
2014-01-12,0.0,0.0,0.0
2014-01-13,37.68,810.8399999999998,0.0
2014-01-14,212.94,4406.389999999999,0.0
2014-01-15,18.96,508.39,528.688
2014-01-16,0.0,2029.704,110.576
2014-01-17,730.2620000000001,5500.03,0.0
2014-01-18,0.0,0.0,0.0
2014-01-19,0.0,0.0,0.0
2014-01-20,919.2389999999998,664.8759999999999,429.59999999999997
2014-01-21,207.84600000000003,39.239999999999995,520.7520000000001
2014-01-22,84.98,1145.78,1315.883
2014-01-23,0.0,1212.422,2999.95
2014-01-24,210.98,57.018,182.336
2014-01-25,0.0,308.3140000000001,110.352
2014-01-26,0.0,0.0,0.0
2014-01-27,62.72,52.629999999999995,2939.9300000000003
2014-01-28,0.0,14.015999999999998,317.898
2014-01-29,37.74,279.9,689.88
2014-01-30,14.91,279.932,0.0
2014-01-31,643.875,290.524,2814.936
2014-02-01,0.0,0.0,0.0
2014-02-02,0.0,0.0,0.0
2014-02-03,296.84000000000003,316.56,299.954
2014-02-04,22.200000000000003,900.127,0.0
2014-02-05,0.0,32.67,0.0
2014-02-06,0.0,1891.812,371.2
2014-02-07,600.754,76.14,227.45999999999998
2014-02-08,0.0,0.0,0.0
2014-02-09,0.0,0.0,0.0
2014-02-10,25.104000000000003,620.6759999999999,127.984
2014-02-11,203.98299999999998,23.12,0.0
2014-02-12,1110.7040000000002,42.036,88.77600000000001
2014-02-13,0.0,0.0,0.0
2014-02-14,107.53,150.94,799.96
2014-02-15,0.0,0.0,0.0
2014-02-16,0.0,0.0,0.0
2014-02-17,608.25,714.202,14.99
2014-02-18,1955.5704,359.36499999999995,649.8820000000001
2014-02-19,0.0,9.82,277.506
2014-02-20,44.67,1269.9199999999998,0.0
2014-02-21,477.84400000000005,90.91,581.536
2014-02-22,0.0,0.0,47.904
2014-02-23,0.0,0.0,0.0
2014-02-24,0.0,45.839999999999996,71.96
2014-02-25,0.0,128.876,1319.8
2014-02-26,428.704,1.7879999999999996,0.0
2014-02-27,984.1840000000001,715.3499999999999,1148.112
2014-02-28,0.0,0.0,0.0
2014-03-01,0.0,17.62,0.0
2014-03-02,0.0,0.0,0.0
2014-03-03,441.96,331.45,676.7159999999999
2014-03-04,751.004,99.68,1149.42
2014-03-05,103.50000000000001,125.32199999999999,0.0
2014-03-06,0.0,940.05,299.96999999999997
2014-03-07,71.97,499.882,206.38400000000001
2014-03-08,0.0,117.51,49.08
2014-03-09,0.0,843.1,0.0
2014-03-10,0.0,30.84,679.964
2014-03-11,983.976,67.124,201.85199999999998
2014-03-12,181.484,951.4939999999999,840.7299999999999
2014-03-13,0.0,283.35,69.93
2014-03-14,89.768,2833.674,1867.9080000000001
2014-03-15,0.0,0.0,49.61600000000001
2014-03-16,0.0,0.0,0.0
2014-03-17,51.264,653.3410000000001,1309.776
2014-03-18,0.0,294.38599999999997,248.35999999999999
2014-03-19,82.524,379.87399999999997,565.36
2014-03-20,728.0899999999999,481.154,957.004
2014-03-21,2.91,392.728,503.93
2014-03-22,1828.0200000000002,1504.616,0.0
2014-03-23,0.0,0.0,0.0
2014-03-24,211.84,604.268,13999.96
2014-03-25,479.61,281.698,495.99
2014-03-26,1986.5200000000002,418.978,1161.5280000000002
2014-03-27,318.408,217.34199999999998,2717.13
2014-03-28,2142.2439999999997,545.1800000000001,246.09199999999998
2014-03-29,48.040000000000006,923.942,532.72
2014-03-30,0.0,81.4,0.0
2014-03-31,94.2,397.415,164.79200000000003
2014-04-01,296.1128,250.488,4434.41
2014-04-02,828.966,320.06199999999995,4823.959999999999
2014-04-03,436.91,26.060000000000002,360.0
2014-04-04,25.472,7.055999999999999,0.0
2014-04-05,0.0,264.39,544.08
2014-04-06,0.0,0.0,0.0
2014-04-07,0.0,114.41999999999999,0.0
2014-04-08,1112.5465000000002,21.584000000000003,837.1600000000001
2014-04-09,637.1399999999999,5764.79,0.0
2014-04-10,0.0,1626.71,0.0
2014-04-11,48.992,510.81100000000004,195.726
2014-04-12,0.0,92.73599999999999,227.07000000000002
2014-04-13,0.0,69.66,0.0
2014-04-14,436.70400000000006,909.1199999999999,0.0
2014-04-15,515.0740000000001,137.856,0.0
2014-04-16,196.45,135.888,0.0
2014-04-17,102.833,815.616,25.98
2014-04-18,278.66400000000004,327.92,2824.8750000000005
2014-04-19,0.0,0.0,0.0
2014-04-20,0.0,0.0,0.0
2014-04-21,470.394,1440.4640000000002,122.38199999999999
2014-04-22,1071.42,123.62799999999999,59.516
2014-04-23,272.63200000000006,675.0600000000001,0.0
2014-04-24,567.2520000000001,431.22200000000004,200.748
2014-04-25,0.0,306.57800000000003,621.98
2014-04-26,344.98099999999994,225.16199999999998,107.97
2014-04-27,1.988,59.620000000000005,0.0
2014-04-28,359.8456,216.73000000000002,0.0
2014-04-29,0.0,43.312,751.984
2014-04-30,1048.35,4.91,0.0
2014-05-01,309.344,400.826,679.9559999999999
2014-05-02,4051.534,7.936,48.9
2014-05-03,129.93,109.62,159.56
2014-05-04,405.9179999999999,980.428,0.0
2014-05-05,300.904,904.541,183.96
2014-05-06,89.99100000000001,95.132,0.0
2014-05-07,623.4648,1332.025,1227.88
2014-05-08,1962.0900000000001,87.444,499.93399999999997
2014-05-09,176.04999999999998,122.552,3359.952
2014-05-10,493.85,384.392,199.98
2014-05-11,0.0,0.0,0.0
2014-05-12,217.97500000000002,231.49399999999997,0.0
2014-05-13,328.33000000000004,554.654,87.4
2014-05-14,458.42999999999995,2019.978,587.97
2014-05-15,1179.6699999999998,964.53,2037.862
2014-05-16,303.544,77.00800000000001,40.712
2014-05-17,0.0,221.024,0.0
2014-05-18,0.0,0.0,0.0
2014-05-19,342.0,902.076,586.432
2014-05-20,2624.58,1108.57,1186.032
2014-05-21,525.2520000000001,1005.998,1466.3280000000002
2014-05-22,520.0500000000001,17.97,0.0
2014-05-23,181.986,86.116,68.46
2014-05-24,171.288,70.148,0.0
2014-05-25,0.0,0.0,0.0
2014-05-26,18.84,747.186,120.0
2014-05-27,0.0,247.16,23.08
2014-05-28,512.3,604.9100000000001,967.698
2014-05-29,799.689,158.118,522.296
2014-05-30,71.664,619.444,0.0
2014-05-31,468.22839999999997,76.50999999999999,192.15200000000004
2014-06-01,0.0,0.0,0.0
2014-06-02,1925.88,2850.246,282.236
2014-06-03,0.0,132.736,2.97
2014-06-04,661.5039999999999,247.26999999999998,2043.2620000000002
2014-06-05,62.32000000000001,145.10999999999999,71.98400000000001
2014-06-06,0.0,20.736000000000004,470.3760000000001
2014-06-07,4.95,26.400000000000002,0.0
2014-06-08,0.0,0.0,0.0
2014-06-09,1497.666,240.732,488.64000000000004
2014-06-10,132.901,806.2320000000001,0.0
2014-06-11,514.165,1497.922,501.256
2014-06-12,455.21200000000005,739.8820000000001,385.80000000000007
2014-06-13,1337.124,206.94799999999998,135.89600000000002
2014-06-14,761.438,346.596,47.984
2014-06-15,0.0,0.0,0.0
2014-06-16,928.2080000000001,481.45400000000006,2647.848
2014-06-17,1514.92,471.352,737.922
2014-06-18,155.25,235.582,3505.84
2014-06-19,917.9234999999999,113.232,0.0
2014-06-20,1306.7049999999997,583.788,225.44799999999998
2014-06-21,0.0,134.348,893.8799999999999
2014-06-22,17.92,577.736,0.0
